0.11977807	-0.06537538	-0.026941719	-0.02475204	-0.07970084	0.07473556	0.0067046653	0.052963458	-0.05174274	0.023710592	-0.052803006	0.119533695	0.06688276	-0.017062588	-0.12188844	-0.0021129453
0.24392775	0.00307651	0.11515271	-0.053281542	-0.26746488	0.23707852	-0.018557044	0.1218083	-0.12417407	0.1623872	0.011869137	0.21710315	0.1747778	-0.12294234	-0.25173318	-0.09972401
0.3595264	0.027956858	0.14279352	-0.048701063	-0.3110735	0.2828825	-0.08107462	0.25893146	-0.19268267	0.26264408	-0.08325915	0.32667366	0.36780906	-0.21614055	-0.3952086	-0.19094656
-0.9646694	0.27707604	-0.37384108	0.4281445	1.1048319	-0.89579844	0.36080065	-0.81694883	0.5280258	-0.8959122	0.15852171	-1.0385206	-1.0386531	0.659098	1.057486	0.68030745
-0.04093635	0.07468974	0.029094128	0.004024968	0.044466726	-0.026851911	-0.04626063	-0.00032901895	-0.01699282	0.013036645	0.05415129	-0.010660959	-0.039388537	-0.036395036	-0.017486766	0.033481598
0.11825041	-0.09932266	0.08282695	-0.122135945	-0.07729198	0.063703775	-0.12672377	0.12948194	-0.077252485	0.081154935	0.07600825	0.051698875	0.08854687	-0.10043863	-0.09443701	-0.14136434
-0.7906679	0.49349323	-0.48268422	0.53797185	0.8498162	-0.79719454	0.46969098	-0.75785375	0.623049	-0.7737602	-0.20012848	-0.7704056	-0.91553336	0.63604426	0.8426892	0.64794874
0.0801497	0.03180461	0.09349585	0.02710328	-0.10124486	0.11791142	-0.02683696	0.050665777	-0.017170899	0.02369094	0.11489875	0.073024675	0.05382228	-0.08129471	-0.06570246	-0.09530755
-0.72326404	0.3036943	-0.3499302	0.39211544	0.7772705	-0.6379177	0.3201414	-0.639078	0.5006109	-0.64420164	-0.113714375	-0.7348841	-0.78863347	0.59059775	0.667883	0.4837751
0.08623239	0.0024256273	0.0314839	-0.06302257	-0.090902	0.059047736	-0.0005880003	0.007864731	-0.07179485	0.044726685	-0.06771311	0.056282118	0.032765586	-0.034821443	-0.049763016	0.0053867255
-0.8860371	0.48475382	-0.54017615	0.5578874	1.0216991	-0.8003776	0.4486417	-0.81174356	0.59042335	-0.84444463	-0.25832283	-0.9093765	-0.9893576	0.7036452	0.87898165	0.7445981
0.17309515	-0.06136208	0.102370314	-0.11420387	-0.22292806	0.19034089	-0.05795215	0.14286241	-0.17936456	0.24771912	0.042313516	0.26272324	0.25291556	-0.15887	-0.2664016	-0.17397441
-0.5486336	0.18734013	-0.27053127	0.2895417	0.63200784	-0.55041957	0.2669328	-0.55034703	0.34063426	-0.50183386	-0.11430604	-0.58917814	-0.6234951	0.48956972	0.62333417	0.42496312
0.645673	-0.2537259	0.40325692	-0.26114103	-0.68480116	0.6342896	-0.34416273	0.6063535	-0.35420313	0.6651786	0.18849061	0.68758863	0.6929787	-0.5424811	-0.6299115	-0.48157513
-0.044200085	-0.049813308	-0.017900933	0.046065174	0.04293854	-0.029467393	0.047529064	-0.020668473	-0.0028064454	-0.07220242	-0.0048977677	0.0036973925	-0.043981247	0.035162296	-0.0005645511	0.007960088
-0.00045342214	0.049154144	-0.032464106	0.08063217	0.006561959	-0.04182018	0.030461729	-0.061509985	0.06015979	-0.08040148	-0.034170028	0.00082799006	-0.043297354	0.055394717	0.062972054	0.07972147
0.07590906	-0.1306653	0.17738675	-0.089273736	-0.104219556	0.115541026	-0.08902461	0.19256665	-0.11059781	0.15912682	0.2051317	0.19195323	0.17843316	-0.12667193	-0.15712176	-0.1610032
-0.11404382	-0.010168455	-0.016611077	-0.041680608	0.17833985	-0.14185119	-0.06957095	-0.10352511	0.054932483	-0.16937934	0.21038409	-0.16569135	-0.16057196	0.070995145	0.14811584	0.0109018935
0.11081515	-0.019554602	-0.021724282	-0.01192828	-0.15818834	0.09395425	0.043575868	0.12524159	0.010784692	0.054861333	-0.16655129	0.12021505	0.12034154	-0.0818258	-0.095983334	-0.031994216
-0.5245612	0.3029074	-0.3883021	0.37154493	0.56540483	-0.4924475	0.35377058	-0.45478976	0.36891055	-0.5577273	-0.23701288	-0.48064625	-0.54661906	0.40062237	0.45941037	0.4634993
-0.2308963	0.20023175	-0.20444608	0.16305456	0.2629891	-0.23290724	0.25698626	-0.21066365	0.18667977	-0.3067807	-0.31281766	-0.17831568	-0.2632488	0.25269517	0.20653443	0.20271306
0.028304972	-0.008071468	0.09159674	-0.027816089	-0.060921673	0.117769055	-0.07701891	0.016619813	-0.06689306	0.11052494	0.04963309	0.0693734	0.054374546	-0.07151918	-0.07198668	-0.057843354
0.09653199	0.008954319	0.056180887	-0.0057158377	-0.15404676	0.09114914	0.024423305	0.058035597	-0.040150195	0.12489622	-0.038603514	0.14801748	0.16916804	-0.103973255	-0.16680446	-0.051547155
0.09286882	0.050138667	0.0425408	0.018394323	-0.18775673	0.14123036	-0.00037959302	0.13644007	-0.054796513	0.08461015	-0.14875548	0.11138099	0.12013751	-0.10992406	-0.16696623	-0.016790692
-0.040988844	0.106193244	-0.05479784	0.08597111	0.011816997	-0.071849376	0.060753305	-0.048941582	0.08997108	-0.054516856	-0.013287042	-0.018107405	-0.00863263	0.09596721	0.06464982	-0.0112769585
-0.6866707	0.48828402	-0.5256733	0.5548544	0.7636334	-0.6192173	0.51375717	-0.63704824	0.49141476	-0.6770706	-0.4313603	-0.6778334	-0.7488349	0.6077695	0.70394564	0.5864764
-0.06681187	0.16585952	-0.067852385	0.09723195	0.08211612	-0.09764967	0.15734386	-0.040577494	0.069979474	-0.08368895	-0.11206211	-0.08717389	-0.027930863	0.067464374	0.094615646	0.058410168
0.19040306	-0.32843506	0.11757539	-0.18285145	-0.22865012	0.11813938	-0.20330329	0.18520214	-0.22300269	0.20916699	0.20214139	0.11661721	0.17560865	-0.2125027	-0.1599064	-0.20833783
0.30718622	-0.29398724	0.26878327	-0.31812087	-0.33269837	0.26532534	-0.20321143	0.2509246	-0.26266012	0.31087065	0.2336516	0.2593157	0.25162143	-0.32849565	-0.3085943	-0.24532668
-0.535124	0.21086332	-0.42905718	0.34877917	0.609445	-0.4957095	0.2581843	-0.5326649	0.3643977	-0.54972976	-0.17501864	-0.63060063	-0.65753436	0.45272383	0.55495185	0.42974246
-0.79844356	0.5738648	-0.69156146	0.6118496	0.9323048	-0.7818347	0.59965396	-0.8387538	0.6294692	-0.8711365	-0.5678005	-0.8230344	-0.94338095	0.7382592	0.86036426	0.80794156
-0.20675783	0.075726174	-0.1661387	0.113276705	0.29249248	-0.24668373	0.107637115	-0.24359421	0.04952071	-0.21032618	-0.004692107	-0.20476134	-0.22969337	0.14376631	0.20571563	0.1483074
-0.5289755	0.46830603	-0.54930097	0.4385364	0.54297405	-0.51994824	0.50410503	-0.5133596	0.45894942	-0.60827154	-0.55394816	-0.51290756	-0.5615308	0.52752715	0.5586572	0.51836926
0.17504966	-0.28901514	0.12840368	-0.1836886	-0.1475897	0.07494927	-0.15262416	0.14628829	-0.17785607	0.16573022	0.10886884	0.12699585	0.20245926	-0.21002701	-0.17852357	-0.19693556
0.3484077	-0.10696212	0.19835338	-0.19667487	-0.331845	0.3161393	-0.15529679	0.33930314	-0.2027536	0.34209847	0.1360056	0.30137616	0.39093515	-0.26277754	-0.35425052	-0.273826
-0.13289751	0.056267116	-0.06027272	0.0703049	0.17892201	-0.08836971	0.012150221	-0.14472465	0.099071205	-0.14836669	0.012111878	-0.15457638	-0.15718162	0.17117466	0.12505269	0.07542483
-0.092485	0.1731294	-0.11885806	0.16687635	0.14025173	-0.062699616	0.17066573	-0.12375637	0.11995948	-0.077332474	-0.1871811	-0.05800953	-0.05904683	0.07887321	0.06635318	0.11416732
0.17916533	-0.19953348	0.14854033	-0.14952655	-0.2407369	0.17739698	-0.108417526	0.24456744	-0.15437001	0.23850994	0.12766123	0.22824143	0.23252393	-0.16409285	-0.26540953	-0.23486683
0.33836305	-0.12613551	0.17045714	-0.15570578	-0.2954341	0.35662684	-0.19139637	0.32336015	-0.22647141	0.2876577	0.21920346	0.29707456	0.32078445	-0.26836193	-0.3337262	-0.22342646
0.030052498	-0.031940505	0.050402775	-0.013863521	-0.016488358	-0.022177584	-0.013594464	0.043124914	-0.0065546483	-0.013557278	-0.034494217	-0.041489772	0.015112946	-0.004929078	-0.013252756	-0.011031359
-0.057424314	-0.03987614	-0.12233837	-0.029068789	0.029828852	-0.048099257	0.04226714	-0.02552172	0.013005677	-0.029968116	-0.07300178	-0.05731926	-0.014660069	-0.027691048	-0.03686967	0.0068944325
